opcode,lcs_source_command,vcs_target,vcs_target_function,vcs_descriptor,vcs_local_offset,vcs_selector,status
330,COMMAND_SET_CAR_FLAMEPROOF,0x001daba0,FUN_001daba0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
331,COMMAND_SET_CAR_ROCKETPROOF,0x00324eec,FUN_00324eec,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
332,COMMAND_IS_CARBOMB_ACTIVE,0x002e1e5c,FUN_002e1e5c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
333,COMMAND_GIVE_CAR_ALARM,0x00324fc8,FUN_00324fc8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
334,COMMAND_PUT_CAR_ON_TRAILER,0x002e1eb8,FUN_002e1eb8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
335,COMMAND_IS_CAR_CRUSHED,0x002e1f30,FUN_002e1f30,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
336,COMMAND_CREATE_GANG_CAR,0x002e2014,FUN_002e2014,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
337,COMMAND_CREATE_CAR_GENERATOR,0x0028e504,FUN_0028e504,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
338,COMMAND_SWITCH_CAR_GENERATOR,0x0028e5d4,FUN_0028e5d4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
339,COMMAND_ADD_PAGER_MESSAGE,0x00325040,FUN_00325040,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
340,COMMAND_DISPLAY_ONSCREEN_TIMER,0x003250cc,FUN_003250cc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
341,COMMAND_CLEAR_ONSCREEN_TIMER,0x0029142c,FUN_0029142c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
342,COMMAND_DISPLAY_ONSCREEN_COUNTER,0x00291484,FUN_00291484,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
343,COMMAND_CLEAR_ONSCREEN_COUNTER,0x002914d8,FUN_002914d8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
344,COMMAND_SET_ZONE_CAR_INFO,0x00004e08,FUN_00004e08,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
345,COMMAND_IS_CHAR_IN_GANG_ZONE,0x0009dda0,FUN_0009dda0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
346,COMMAND_IS_CHAR_IN_ZONE,0x0009dea0,FUN_0009dea0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
347,COMMAND_SET_CAR_DENSITY,0x001dac04,FUN_001dac04,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
348,COMMAND_SET_PED_DENSITY,0x002e2174,FUN_002e2174,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
349,COMMAND_POINT_CAMERA_AT_PLAYER,0x00325158,FUN_00325158,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
350,COMMAND_POINT_CAMERA_AT_CAR,0x001d9a38,FUN_001d9a38,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
351,COMMAND_POINT_CAMERA_AT_CHAR,0x003251b0,FUN_003251b0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
352,COMMAND_RESTORE_CAMERA,0x0009df7c,FUN_0009df7c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
353,COMMAND_SHAKE_PAD,0x0009e058,FUN_0009e058,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
354,COMMAND_SET_ZONE_PED_INFO,0x0009e1b0,FUN_0009e1b0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
355,COMMAND_SET_TIME_SCALE,0x000bd6cc,FUN_000bd6cc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
356,COMMAND_IS_CAR_IN_AIR,0x000bd74c,FUN_000bd74c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
357,COMMAND_SET_FIXED_CAMERA_POSITION,0x003194b8,FUN_003194b8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
358,COMMAND_POINT_CAMERA_AT_POINT,0x00283d1c,FUN_00283d1c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
359,COMMAND_ADD_BLIP_FOR_CAR_OLD,0x00283d3c,FUN_00283d3c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
360,COMMAND_ADD_BLIP_FOR_CHAR_OLD,0x00283d5c,FUN_00283d5c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
361,COMMAND_ADD_BLIP_FOR_OBJECT_OLD,0x00283d7c,FUN_00283d7c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
362,COMMAND_REMOVE_BLIP,0x001dace4,FUN_001dace4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
363,COMMAND_CHANGE_BLIP_COLOUR,0x002ee81c,FUN_002ee81c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
364,COMMAND_DIM_BLIP,0x002ee8bc,FUN_002ee8bc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
365,COMMAND_ADD_BLIP_FOR_COORD_OLD,0x002ee904,FUN_002ee904,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
366,COMMAND_CHANGE_BLIP_SCALE,0x002ee950,FUN_002ee950,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
367,COMMAND_SET_FADING_COLOUR,0x002ee99c,FUN_002ee99c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
368,COMMAND_DO_FADE,0x002eea64,FUN_002eea64,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
369,COMMAND_GET_FADING_STATUS,0x002eeb84,FUN_002eeb84,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
370,COMMAND_ADD_HOSPITAL_RESTART,0x002eebd0,FUN_002eebd0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
371,COMMAND_ADD_POLICE_RESTART,0x002eec38,FUN_002eec38,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
372,COMMAND_OVERRIDE_NEXT_RESTART,0x002eeca0,FUN_002eeca0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
373,COMMAND_DRAW_SHADOW,0x002eed08,FUN_002eed08,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
374,COMMAND_GET_PLAYER_HEADING,0x002eed70,FUN_002eed70,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
375,COMMAND_SET_PLAYER_HEADING,0x002eedd8,FUN_002eedd8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
376,COMMAND_GET_CHAR_HEADING,0x002eee40,FUN_002eee40,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
377,COMMAND_SET_CHAR_HEADING,0x002eeea8,FUN_002eeea8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
378,COMMAND_GET_CAR_HEADING,0x002eef10,FUN_002eef10,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
379,COMMAND_SET_CAR_HEADING,0x002eef78,FUN_002eef78,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
380,COMMAND_GET_OBJECT_HEADING,0x002ef098,FUN_002ef098,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
381,COMMAND_SET_OBJECT_HEADING,0x002ef12c,FUN_002ef12c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
382,COMMAND_IS_PLAYER_TOUCHING_OBJECT,0x002ef19c,FUN_002ef19c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
383,COMMAND_IS_CHAR_TOUCHING_OBJECT,0x002ef1e8,FUN_002ef1e8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
384,COMMAND_SET_PLAYER_AMMO,0x002ef234,FUN_002ef234,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
385,COMMAND_SET_CHAR_AMMO,0x002ef29c,FUN_002ef29c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
386,COMMAND_SET_CAR_AMMO,0x002ef304,FUN_002ef304,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
387,COMMAND_LOAD_CAMERA_SPLINE,0x002ef36c,FUN_002ef36c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
388,COMMAND_MOVE_CAMERA_ALONG_SPLINE,0x002ef400,FUN_002ef400,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
389,COMMAND_GET_CAMERA_POSITION_ALONG_SPLINE,0x002ef470,FUN_002ef470,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
390,COMMAND_DECLARE_MISSION_FLAG,0x002ef504,FUN_002ef504,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
391,COMMAND_DECLARE_MISSION_FLAG_FOR_CONTACT,0x002ef550,FUN_002ef550,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
392,COMMAND_DECLARE_BASE_BRIEF_ID_FOR_CONTACT,0x002ef660,FUN_002ef660,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
393,COMMAND_IS_PLAYER_HEALTH_GREATER,0x002ef6a8,FUN_002ef6a8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
394,COMMAND_IS_CHAR_HEALTH_GREATER,0x002ef78c,FUN_002ef78c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
395,COMMAND_IS_CAR_HEALTH_GREATER,0x002ef7f0,FUN_002ef7f0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
396,COMMAND_ADD_BLIP_FOR_CAR,0x002ef844,FUN_002ef844,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
397,COMMAND_ADD_BLIP_FOR_CHAR,0x002ef940,FUN_002ef940,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
398,COMMAND_ADD_BLIP_FOR_OBJECT,0x002efa08,FUN_002efa08,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
399,COMMAND_ADD_BLIP_FOR_CONTACT_POINT,0x002efa50,FUN_002efa50,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
400,COMMAND_ADD_BLIP_FOR_COORD,0x002efbb4,FUN_002efbb4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
401,COMMAND_CHANGE_BLIP_DISPLAY,0x002efbb4,FUN_002efbb4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
402,COMMAND_ADD_ONE_OFF_SOUND,0x002efbb4,FUN_002efbb4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
403,COMMAND_ADD_CONTINUOUS_SOUND,0x002efbb4,FUN_002efbb4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
404,COMMAND_REMOVE_SOUND,0x002efbb4,FUN_002efbb4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
405,COMMAND_IS_CAR_STUCK_ON_ROOF,0x002efbb4,FUN_002efbb4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
406,COMMAND_ADD_UPSIDEDOWN_CAR_CHECK,0x002efbd4,FUN_002efbd4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
407,COMMAND_REMOVE_UPSIDEDOWN_CAR_CHECK,0x002efbd4,FUN_002efbd4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
408,COMMAND_SET_CHAR_OBJ_WAIT_ON_FOOT,0x002efbd4,FUN_002efbd4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
409,COMMAND_SET_CHAR_OBJ_FLEE_ON_FOOT_TILL_SAFE,0x002efbf4,FUN_002efbf4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
410,COMMAND_SET_CHAR_OBJ_GUARD_SPOT,0x002efbf4,FUN_002efbf4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
411,COMMAND_SET_CHAR_OBJ_GUARD_AREA,0x002efbf4,FUN_002efbf4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
412,COMMAND_SET_CHAR_OBJ_WAIT_IN_CAR,0x002efc14,FUN_002efc14,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
413,COMMAND_IS_PLAYER_IN_AREA_ON_FOOT_2D,0x002efc34,FUN_002efc34,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
414,COMMAND_IS_PLAYER_IN_AREA_IN_CAR_2D,0x002efc14,FUN_002efc14,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
415,COMMAND_IS_PLAYER_STOPPED_IN_AREA_2D,0x002efc14,FUN_002efc14,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
416,COMMAND_IS_PLAYER_STOPPED_IN_AREA_ON_FOOT_2D,0x002efc14,FUN_002efc14,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
417,COMMAND_IS_PLAYER_STOPPED_IN_AREA_IN_CAR_2D,0x002efc14,FUN_002efc14,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
418,COMMAND_IS_PLAYER_IN_AREA_ON_FOOT_3D,0x002efc14,FUN_002efc14,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
419,COMMAND_IS_PLAYER_IN_AREA_IN_CAR_3D,0x002efd2c,FUN_002efd2c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
420,COMMAND_IS_PLAYER_STOPPED_IN_AREA_3D,0x00325218,FUN_00325218,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
421,COMMAND_IS_PLAYER_STOPPED_IN_AREA_ON_FOOT_3D,0x002acd00,FUN_002acd00,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
422,COMMAND_IS_PLAYER_STOPPED_IN_AREA_IN_CAR_3D,0x002e21ec,FUN_002e21ec,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
423,COMMAND_IS_CHAR_IN_AREA_ON_FOOT_2D,0x0009e248,FUN_0009e248,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
424,COMMAND_IS_CHAR_IN_AREA_IN_CAR_2D,0x001dadb4,FUN_001dadb4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
425,COMMAND_IS_CHAR_STOPPED_IN_AREA_2D,0x001dadd4,FUN_001dadd4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
426,COMMAND_IS_CHAR_STOPPED_IN_AREA_ON_FOOT_2D,0x0020e340,FUN_0020e340,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
427,COMMAND_IS_CHAR_STOPPED_IN_AREA_IN_CAR_2D,0x002e2260,FUN_002e2260,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
428,COMMAND_IS_CHAR_IN_AREA_ON_FOOT_3D,0x00325294,FUN_00325294,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
429,COMMAND_IS_CHAR_IN_AREA_IN_CAR_3D,0x002ebdac,FUN_002ebdac,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
430,COMMAND_IS_CHAR_STOPPED_IN_AREA_3D,0x001d9ac8,FUN_001d9ac8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
431,COMMAND_IS_CHAR_STOPPED_IN_AREA_ON_FOOT_3D,0x00325370,FUN_00325370,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
432,COMMAND_IS_CHAR_STOPPED_IN_AREA_IN_CAR_3D,0x002e233c,FUN_002e233c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
433,COMMAND_IS_CAR_STOPPED_IN_AREA_2D,0x003253ec,FUN_003253ec,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
434,COMMAND_IS_CAR_STOPPED_IN_AREA_3D,0x002e23b8,FUN_002e23b8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
435,COMMAND_LOCATE_CAR_2D,0x002e24f4,FUN_002e24f4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
436,COMMAND_LOCATE_STOPPED_CAR_2D,0x0028e6a4,FUN_0028e6a4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
437,COMMAND_LOCATE_CAR_3D,0x0028e810,FUN_0028e810,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
438,COMMAND_LOCATE_STOPPED_CAR_3D,0x002e25d4,FUN_002e25d4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
439,COMMAND_GIVE_WEAPON_TO_PLAYER,0x002e279c,FUN_002e279c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
440,COMMAND_GIVE_WEAPON_TO_CHAR,0x00325528,FUN_00325528,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
441,COMMAND_GIVE_WEAPON_TO_CAR,0x0020e530,FUN_0020e530,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
442,COMMAND_SET_PLAYER_CONTROL,0x002b82f8,FUN_002b82f8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
443,COMMAND_FORCE_WEATHER,0x0029a7c8,FUN_0029a7c8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
444,COMMAND_FORCE_WEATHER_NOW,0x0007f5f8,FUN_0007f5f8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
445,COMMAND_RELEASE_WEATHER,0x0007f6ec,FUN_0007f6ec,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
446,COMMAND_SET_CURRENT_PLAYER_WEAPON,0x0007f7c8,FUN_0007f7c8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
447,COMMAND_SET_CURRENT_CHAR_WEAPON,0x002e2928,FUN_002e2928,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
448,COMMAND_SET_CURRENT_CAR_WEAPON,0x002e2a38,FUN_002e2a38,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
449,COMMAND_GET_OBJECT_COORDINATES,0x003256b4,FUN_003256b4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
450,COMMAND_SET_OBJECT_COORDINATES,0x003257f8,FUN_003257f8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
451,COMMAND_GET_GAME_TIMER,0x002e2aac,FUN_002e2aac,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
452,COMMAND_TURN_CHAR_TO_FACE_COORD,0x003258f4,FUN_003258f4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
453,COMMAND_TURN_PLAYER_TO_FACE_COORD,0x00325ba0,FUN_00325ba0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
454,COMMAND_STORE_WANTED_LEVEL,0x001dae3c,FUN_001dae3c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
455,COMMAND_IS_CAR_STOPPED,0x00325ea0,FUN_00325ea0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
456,COMMAND_MARK_CHAR_AS_NO_LONGER_NEEDED,0x001ddf24,FUN_001ddf24,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
457,COMMAND_MARK_CAR_AS_NO_LONGER_NEEDED,0x00325f7c,FUN_00325f7c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
458,COMMAND_MARK_OBJECT_AS_NO_LONGER_NEEDED,0x002e2b10,FUN_002e2b10,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
459,COMMAND_DONT_REMOVE_CHAR,0x001d9b28,FUN_001d9b28,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
460,COMMAND_DONT_REMOVE_CAR,0x001d9b98,FUN_001d9b98,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
461,COMMAND_DONT_REMOVE_OBJECT,0x001d9bcc,FUN_001d9bcc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
462,COMMAND_CREATE_CHAR_AS_PASSENGER,0x001d9c88,FUN_001d9c88,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
463,COMMAND_SET_CHAR_OBJ_KILL_CHAR_ON_FOOT,0x0018be08,FUN_0018be08,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
464,COMMAND_SET_CHAR_OBJ_KILL_PLAYER_ON_FOOT,0x00326010,FUN_00326010,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
465,COMMAND_SET_CHAR_OBJ_KILL_CHAR_ANY_MEANS,0x001daf5c,FUN_001daf5c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
466,COMMAND_SET_CHAR_OBJ_KILL_PLAYER_ANY_MEANS,0x000003c8,FUN_000003c8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
467,COMMAND_SET_CHAR_OBJ_FLEE_CHAR_ON_FOOT_TILL_SAFE,0x00000468,FUN_00000468,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
468,COMMAND_SET_CHAR_OBJ_FLEE_PLAYER_ON_FOOT_TILL_SAFE,0x002e2bd4,FUN_002e2bd4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
469,COMMAND_SET_CHAR_OBJ_FLEE_CHAR_ON_FOOT_ALWAYS,0x002e2c64,FUN_002e2c64,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
470,COMMAND_SET_CHAR_OBJ_FLEE_PLAYER_ON_FOOT_ALWAYS,0x001d4180,FUN_001d4180,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
471,COMMAND_SET_CHAR_OBJ_GOTO_CHAR_ON_FOOT,0x001d41dc,FUN_001d41dc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
472,COMMAND_SET_CHAR_OBJ_GOTO_PLAYER_ON_FOOT,0x002ebe1c,FUN_002ebe1c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
473,COMMAND_SET_CHAR_OBJ_LEAVE_CAR,0x002ebf20,FUN_002ebf20,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
474,COMMAND_SET_CHAR_OBJ_ENTER_CAR_AS_PASSENGER,0x002ec02c,FUN_002ec02c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
475,COMMAND_SET_CHAR_OBJ_ENTER_CAR_AS_DRIVER,0x002ec130,FUN_002ec130,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
476,COMMAND_SET_CHAR_OBJ_FOLLOW_CAR_IN_CAR,0x002ec234,FUN_002ec234,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
477,COMMAND_SET_CHAR_OBJ_FIRE_AT_OBJECT_FROM_VEHICLE,0x002ec340,FUN_002ec340,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
478,COMMAND_SET_CHAR_OBJ_DESTROY_OBJECT,0x002ec444,FUN_002ec444,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
479,COMMAND_SET_CHAR_OBJ_DESTROY_CAR,0x00081d44,FUN_00081d44,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
480,COMMAND_SET_CHAR_OBJ_GOTO_AREA_ON_FOOT,0x00081dc8,FUN_00081dc8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
481,COMMAND_SET_CHAR_OBJ_GOTO_AREA_IN_CAR,0x00081e0c,FUN_00081e0c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
482,COMMAND_SET_CHAR_OBJ_FOLLOW_CAR_ON_FOOT_WITH_OFFSET,0x00081e5c,FUN_00081e5c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
483,COMMAND_SET_CHAR_OBJ_GUARD_ATTACK,0x00081eac,FUN_00081eac,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
484,COMMAND_SET_CHAR_AS_LEADER,0x00081f00,FUN_00081f00,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
485,COMMAND_SET_PLAYER_AS_LEADER,0x00081f54,FUN_00081f54,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
486,COMMAND_LEAVE_GROUP,0x00081fa8,,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
487,COMMAND_SET_CHAR_OBJ_FOLLOW_ROUTE,0x00081fbc,FUN_00081fbc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
