opcode,lcs_source_command,vcs_target,vcs_target_function,vcs_descriptor,vcs_local_offset,vcs_selector,status
0,COMMAND_NOP,0x002b73e0,,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
1,COMMAND_WAIT,0x0029a5a8,FUN_0029a5a8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
2,COMMAND_GOTO,0x002b73e8,FUN_002b73e8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
3,COMMAND_SHAKE_CAM,0x0018b930,FUN_0018b930,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
4,COMMAND_SET_VAR_INT,0x002b7448,FUN_002b7448,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
5,COMMAND_SET_VAR_FLOAT,0x002b7448,FUN_002b7448,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
6,COMMAND_SET_LVAR_INT,0x002b74a8,FUN_002b74a8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
7,COMMAND_SET_LVAR_FLOAT,0x002b7508,FUN_002b7508,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
8,COMMAND_ADD_VAL_TO_INT_VAR,0x002b7570,FUN_002b7570,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
9,COMMAND_ADD_VAL_TO_FLOAT_VAR,0x002b75d8,FUN_002b75d8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
10,COMMAND_ADD_VAL_TO_INT_LVAR,0x002b7640,FUN_002b7640,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
11,COMMAND_ADD_VAL_TO_FLOAT_LVAR,0x002b76a8,FUN_002b76a8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
12,COMMAND_SUB_VAL_FROM_INT_VAR,0x002b7714,FUN_002b7714,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
13,COMMAND_SUB_VAL_FROM_FLOAT_VAR,0x002b777c,FUN_002b777c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
14,COMMAND_SUB_VAL_FROM_INT_LVAR,0x002b77e8,FUN_002b77e8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
15,COMMAND_SUB_VAL_FROM_FLOAT_LVAR,0x002b7850,FUN_002b7850,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
16,COMMAND_MULT_INT_VAR_BY_VAL,0x002b7850,FUN_002b7850,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
17,COMMAND_MULT_FLOAT_VAR_BY_VAL,0x002b7850,FUN_002b7850,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
18,COMMAND_MULT_INT_LVAR_BY_VAL,0x002b7918,FUN_002b7918,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
19,COMMAND_MULT_FLOAT_LVAR_BY_VAL,0x002b7918,FUN_002b7918,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
20,COMMAND_DIV_INT_VAR_BY_VAL,0x002b7918,FUN_002b7918,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
21,COMMAND_DIV_FLOAT_VAR_BY_VAL,0x002b79f0,FUN_002b79f0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
22,COMMAND_DIV_INT_LVAR_BY_VAL,0x002b79f0,FUN_002b79f0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
23,COMMAND_DIV_FLOAT_LVAR_BY_VAL,0x002b79f0,FUN_002b79f0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
24,COMMAND_IS_INT_VAR_GREATER_THAN_NUMBER,0x002b7abc,FUN_002b7abc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
25,COMMAND_IS_INT_LVAR_GREATER_THAN_NUMBER,0x002b7abc,FUN_002b7abc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
26,COMMAND_IS_NUMBER_GREATER_THAN_INT_VAR,0x002b7abc,FUN_002b7abc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
27,COMMAND_IS_NUMBER_GREATER_THAN_INT_LVAR,0x002b7b94,FUN_002b7b94,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
28,COMMAND_IS_INT_VAR_GREATER_THAN_INT_VAR,0x002b7b94,FUN_002b7b94,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
29,COMMAND_IS_INT_LVAR_GREATER_THAN_INT_LVAR,0x002b7b94,FUN_002b7b94,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
30,COMMAND_IS_INT_VAR_GREATER_THAN_INT_LVAR,0x002b7b94,FUN_002b7b94,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
31,COMMAND_IS_INT_LVAR_GREATER_THAN_INT_VAR,0x002eb2c4,FUN_002eb2c4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
32,COMMAND_IS_FLOAT_VAR_GREATER_THAN_NUMBER,0x002eb2c4,FUN_002eb2c4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
33,COMMAND_IS_FLOAT_LVAR_GREATER_THAN_NUMBER,0x002b7c60,FUN_002b7c60,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
34,COMMAND_IS_NUMBER_GREATER_THAN_FLOAT_VAR,0x002b7ccc,FUN_002b7ccc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
35,COMMAND_IS_NUMBER_GREATER_THAN_FLOAT_LVAR,0x002b7d38,FUN_002b7d38,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
36,COMMAND_IS_FLOAT_VAR_GREATER_THAN_FLOAT_VAR,0x002b7d84,FUN_002b7d84,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
37,COMMAND_IS_FLOAT_LVAR_GREATER_THAN_FLOAT_LVAR,0x002b7e08,FUN_002b7e08,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
38,COMMAND_IS_FLOAT_VAR_GREATER_THAN_FLOAT_LVAR,0x002b7e88,FUN_002b7e88,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
39,COMMAND_IS_FLOAT_LVAR_GREATER_THAN_FLOAT_VAR,0x00253e10,FUN_00253e10,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
40,COMMAND_IS_INT_VAR_GREATER_OR_EQUAL_TO_NUMBER,0x001da020,FUN_001da020,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
41,COMMAND_IS_INT_LVAR_GREATER_OR_EQUAL_TO_NUMBER,0x002b7508,FUN_002b7508,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
42,COMMAND_IS_NUMBER_GREATER_OR_EQUAL_TO_INT_VAR,0x002b7570,FUN_002b7570,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
43,COMMAND_IS_NUMBER_GREATER_OR_EQUAL_TO_INT_LVAR,0x002b75d8,FUN_002b75d8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
44,COMMAND_IS_INT_VAR_GREATER_OR_EQUAL_TO_INT_VAR,0x002b7640,FUN_002b7640,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
45,COMMAND_IS_INT_LVAR_GREATER_OR_EQUAL_TO_INT_LVAR,0x002b76a8,FUN_002b76a8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
46,COMMAND_IS_INT_VAR_GREATER_OR_EQUAL_TO_INT_LVAR,0x002b7714,FUN_002b7714,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
47,COMMAND_IS_INT_LVAR_GREATER_OR_EQUAL_TO_INT_VAR,0x002b777c,FUN_002b777c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
48,COMMAND_IS_FLOAT_VAR_GREATER_OR_EQUAL_TO_NUMBER,0x002b77e8,FUN_002b77e8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
49,COMMAND_IS_FLOAT_LVAR_GREATER_OR_EQUAL_TO_NUMBER,0x002b7ea8,FUN_002b7ea8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
50,COMMAND_IS_NUMBER_GREATER_OR_EQUAL_TO_FLOAT_VAR,0x002b7ea8,FUN_002b7ea8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
51,COMMAND_IS_NUMBER_GREATER_OR_EQUAL_TO_FLOAT_LVAR,0x002b7f18,FUN_002b7f18,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
52,COMMAND_IS_FLOAT_VAR_GREATER_OR_EQUAL_TO_FLOAT_VAR,0x002b7f18,FUN_002b7f18,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
53,COMMAND_IS_FLOAT_LVAR_GREATER_OR_EQUAL_TO_FLOAT_LVAR,0x002b7448,FUN_002b7448,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
54,COMMAND_IS_FLOAT_VAR_GREATER_OR_EQUAL_TO_FLOAT_LVAR,0x002b7448,FUN_002b7448,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
55,COMMAND_IS_FLOAT_LVAR_GREATER_OR_EQUAL_TO_FLOAT_VAR,0x002b74a8,FUN_002b74a8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
56,COMMAND_IS_INT_VAR_EQUAL_TO_NUMBER,0x002b7f88,FUN_002b7f88,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
57,COMMAND_IS_INT_LVAR_EQUAL_TO_NUMBER,0x002b7fe8,FUN_002b7fe8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
58,COMMAND_IS_INT_VAR_EQUAL_TO_INT_VAR,0x002b8048,FUN_002b8048,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
59,COMMAND_IS_INT_LVAR_EQUAL_TO_INT_LVAR,0x002b8088,FUN_002b8088,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
60,COMMAND_IS_INT_VAR_EQUAL_TO_INT_LVAR,0x00000158,FUN_00000158,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
61,COMMAND_IS_INT_VAR_NOT_EQUAL_TO_NUMBER,0x000001c0,FUN_000001c0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
62,COMMAND_IS_INT_LVAR_NOT_EQUAL_TO_NUMBER,0x0032dc24,FUN_0032dc24,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
63,COMMAND_IS_INT_VAR_NOT_EQUAL_TO_INT_VAR,0x0032316c,FUN_0032316c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
64,COMMAND_IS_INT_LVAR_NOT_EQUAL_TO_INT_LVAR,0x00003d14,FUN_00003d14,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
65,COMMAND_IS_INT_VAR_NOT_EQUAL_TO_INT_LVAR,0x00003dd0,FUN_00003dd0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
66,COMMAND_IS_FLOAT_VAR_EQUAL_TO_NUMBER,0x00003f54,FUN_00003f54,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
67,COMMAND_IS_FLOAT_LVAR_EQUAL_TO_NUMBER,0x0032321c,FUN_0032321c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
68,COMMAND_IS_FLOAT_VAR_EQUAL_TO_FLOAT_VAR,0x003232f8,FUN_003232f8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
69,COMMAND_IS_FLOAT_LVAR_EQUAL_TO_FLOAT_LVAR,0x003233f0,FUN_003233f0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
70,COMMAND_IS_FLOAT_VAR_EQUAL_TO_FLOAT_LVAR,0x00323538,FUN_00323538,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
71,COMMAND_IS_FLOAT_VAR_NOT_EQUAL_TO_NUMBER,0x00323708,FUN_00323708,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
72,COMMAND_IS_FLOAT_LVAR_NOT_EQUAL_TO_NUMBER,0x002e82c8,FUN_002e82c8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
73,COMMAND_IS_FLOAT_VAR_NOT_EQUAL_TO_FLOAT_VAR,0x002e03c8,FUN_002e03c8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
74,COMMAND_IS_FLOAT_LVAR_NOT_EQUAL_TO_FLOAT_LVAR,0x002e0484,FUN_002e0484,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
75,COMMAND_IS_FLOAT_VAR_NOT_EQUAL_TO_FLOAT_LVAR,0x002e064c,FUN_002e064c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
76,COMMAND_GOTO_IF_TRUE,0x002e06d0,FUN_002e06d0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
77,COMMAND_GOTO_IF_FALSE,0x002e0718,FUN_002e0718,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
78,COMMAND_TERMINATE_THIS_SCRIPT,0x002e07b0,FUN_002e07b0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
79,COMMAND_START_NEW_SCRIPT,0x002e0880,FUN_002e0880,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
80,COMMAND_GOSUB,0x002e0970,FUN_002e0970,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
81,COMMAND_RETURN,0x002e0a1c,FUN_002e0a1c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
82,COMMAND_LINE,0x002e0a78,FUN_002e0a78,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
83,COMMAND_CREATE_PLAYER,0x002e0b48,FUN_002e0b48,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
84,COMMAND_GET_PLAYER_COORDINATES,0x002e0c74,FUN_002e0c74,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
85,COMMAND_SET_PLAYER_COORDINATES,0x002eb3d0,FUN_002eb3d0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
86,COMMAND_IS_PLAYER_IN_AREA_2D,0x002eb4bc,FUN_002eb4bc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
87,COMMAND_IS_PLAYER_IN_AREA_3D,0x002eb5a4,FUN_002eb5a4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
88,COMMAND_ADD_INT_VAR_TO_INT_VAR,0x002eb694,FUN_002eb694,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
89,COMMAND_ADD_FLOAT_VAR_TO_FLOAT_VAR,0x002eb77c,FUN_002eb77c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
90,COMMAND_ADD_INT_LVAR_TO_INT_LVAR,0x00283b64,FUN_00283b64,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
91,COMMAND_ADD_FLOAT_LVAR_TO_FLOAT_LVAR,0x00283ba0,FUN_00283ba0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
92,COMMAND_ADD_INT_VAR_TO_INT_LVAR,0x00283bf4,FUN_00283bf4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
93,COMMAND_ADD_FLOAT_VAR_TO_FLOAT_LVAR,0x0029a608,FUN_0029a608,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
94,COMMAND_ADD_INT_LVAR_TO_INT_VAR,0x002b80d4,FUN_002b80d4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
95,COMMAND_ADD_FLOAT_LVAR_TO_FLOAT_VAR,0x002b815c,FUN_002b815c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
96,COMMAND_SUB_INT_VAR_FROM_INT_VAR,,,,,,LCS_SOURCE_ONLY
97,COMMAND_SUB_FLOAT_VAR_FROM_FLOAT_VAR,,,,,,LCS_SOURCE_ONLY
98,COMMAND_SUB_INT_LVAR_FROM_INT_LVAR,,,,,,LCS_SOURCE_ONLY
99,COMMAND_SUB_FLOAT_LVAR_FROM_FLOAT_LVAR,,,,,,LCS_SOURCE_ONLY
100,COMMAND_SUB_INT_VAR_FROM_INT_LVAR,,,,,,LCS_SOURCE_ONLY
101,COMMAND_SUB_FLOAT_VAR_FROM_FLOAT_LVAR,,,,,,LCS_SOURCE_ONLY
102,COMMAND_SUB_INT_LVAR_FROM_INT_VAR,,,,,,LCS_SOURCE_ONLY
103,COMMAND_SUB_FLOAT_LVAR_FROM_FLOAT_VAR,,,,,,LCS_SOURCE_ONLY
104,COMMAND_MULT_INT_VAR_BY_INT_VAR,,,,,,LCS_SOURCE_ONLY
105,COMMAND_MULT_FLOAT_VAR_BY_FLOAT_VAR,,,,,,LCS_SOURCE_ONLY
106,COMMAND_MULT_INT_LVAR_BY_INT_LVAR,,,,,,LCS_SOURCE_ONLY
107,COMMAND_MULT_FLOAT_LVAR_BY_FLOAT_LVAR,,,,,,LCS_SOURCE_ONLY
108,COMMAND_MULT_INT_VAR_BY_INT_LVAR,,,,,,LCS_SOURCE_ONLY
109,COMMAND_MULT_FLOAT_VAR_BY_FLOAT_LVAR,,,,,,LCS_SOURCE_ONLY
110,COMMAND_MULT_INT_LVAR_BY_INT_VAR,,,,,,LCS_SOURCE_ONLY
111,COMMAND_MULT_FLOAT_LVAR_BY_FLOAT_VAR,,,,,,LCS_SOURCE_ONLY
112,COMMAND_DIV_INT_VAR_BY_INT_VAR,,,,,,LCS_SOURCE_ONLY
113,COMMAND_DIV_FLOAT_VAR_BY_FLOAT_VAR,,,,,,LCS_SOURCE_ONLY
114,COMMAND_DIV_INT_LVAR_BY_INT_LVAR,,,,,,LCS_SOURCE_ONLY
115,COMMAND_DIV_FLOAT_LVAR_BY_FLOAT_LVAR,,,,,,LCS_SOURCE_ONLY
116,COMMAND_DIV_INT_VAR_BY_INT_LVAR,,,,,,LCS_SOURCE_ONLY
117,COMMAND_DIV_FLOAT_VAR_BY_FLOAT_LVAR,,,,,,LCS_SOURCE_ONLY
118,COMMAND_DIV_INT_LVAR_BY_INT_VAR,,,,,,LCS_SOURCE_ONLY
119,COMMAND_DIV_FLOAT_LVAR_BY_FLOAT_VAR,,,,,,LCS_SOURCE_ONLY
120,COMMAND_ADD_TIMED_VAL_TO_FLOAT_VAR,0x002b81e0,FUN_002b81e0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
121,COMMAND_ADD_TIMED_VAL_TO_FLOAT_LVAR,0x002b8250,FUN_002b8250,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
122,COMMAND_ADD_TIMED_FLOAT_VAR_TO_FLOAT_VAR,0x002b8294,FUN_002b8294,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
123,COMMAND_ADD_TIMED_FLOAT_LVAR_TO_FLOAT_LVAR,0x00323910,FUN_00323910,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
124,COMMAND_ADD_TIMED_FLOAT_LVAR_TO_FLOAT_VAR,0x00323b38,FUN_00323b38,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
125,COMMAND_ADD_TIMED_FLOAT_VAR_TO_FLOAT_LVAR,0x00323c50,FUN_00323c50,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
126,COMMAND_SUB_TIMED_VAL_FROM_FLOAT_VAR,0x00323d58,FUN_00323d58,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
127,COMMAND_SUB_TIMED_VAL_FROM_FLOAT_LVAR,0x002acc1c,FUN_002acc1c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
128,COMMAND_SUB_TIMED_FLOAT_VAR_FROM_FLOAT_VAR,0x0020daec,FUN_0020daec,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
129,COMMAND_SUB_TIMED_FLOAT_LVAR_FROM_FLOAT_LVAR,0x0020daec,FUN_0020daec,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
130,COMMAND_SUB_TIMED_FLOAT_LVAR_FROM_FLOAT_VAR,0x0020daec,FUN_0020daec,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
131,COMMAND_SUB_TIMED_FLOAT_VAR_FROM_FLOAT_LVAR,0x0020daec,FUN_0020daec,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
132,COMMAND_SET_VAR_INT_TO_VAR_INT,0x0020daec,FUN_0020daec,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
133,COMMAND_SET_LVAR_INT_TO_LVAR_INT,0x0020daec,FUN_0020daec,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
134,COMMAND_SET_VAR_FLOAT_TO_VAR_FLOAT,0x0020db0c,FUN_0020db0c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
135,COMMAND_SET_LVAR_FLOAT_TO_LVAR_FLOAT,0x0020db0c,FUN_0020db0c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
136,COMMAND_SET_VAR_FLOAT_TO_LVAR_FLOAT,0x0020db0c,FUN_0020db0c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
137,COMMAND_SET_LVAR_FLOAT_TO_VAR_FLOAT,0x0020db2c,FUN_0020db2c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
138,COMMAND_SET_VAR_INT_TO_LVAR_INT,0x0020db2c,FUN_0020db2c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
139,COMMAND_SET_LVAR_INT_TO_VAR_INT,0x0020db2c,FUN_0020db2c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
140,COMMAND_CSET_VAR_INT_TO_VAR_FLOAT,0x0020db2c,FUN_0020db2c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
141,COMMAND_CSET_VAR_FLOAT_TO_VAR_INT,0x0020db2c,FUN_0020db2c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
142,COMMAND_CSET_LVAR_INT_TO_VAR_FLOAT,0x0020db2c,FUN_0020db2c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
143,COMMAND_CSET_LVAR_FLOAT_TO_VAR_INT,0x0020db4c,FUN_0020db4c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
144,COMMAND_CSET_VAR_INT_TO_LVAR_FLOAT,0x0020db4c,FUN_0020db4c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
145,COMMAND_CSET_VAR_FLOAT_TO_LVAR_INT,0x0020db4c,FUN_0020db4c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
146,COMMAND_CSET_LVAR_INT_TO_LVAR_FLOAT,0x0020dc34,FUN_0020dc34,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
147,COMMAND_CSET_LVAR_FLOAT_TO_LVAR_INT,0x0020de2c,FUN_0020de2c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
148,COMMAND_ABS_VAR_INT,0x001da1e8,FUN_001da1e8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
149,COMMAND_ABS_LVAR_INT,0x001da258,FUN_001da258,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
150,COMMAND_ABS_VAR_FLOAT,0x001da348,FUN_001da348,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
151,COMMAND_ABS_LVAR_FLOAT,0x001da3c0,FUN_001da3c0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
152,COMMAND_GENERATE_RANDOM_FLOAT,0x001da4d8,FUN_001da4d8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
153,COMMAND_GENERATE_RANDOM_INT,0x001da538,FUN_001da538,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
154,COMMAND_CREATE_CHAR,0x001da598,FUN_001da598,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
155,COMMAND_DELETE_CHAR,0x001da688,FUN_001da688,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
156,COMMAND_CHAR_WANDER_DIR,0x001da6dc,FUN_001da6dc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
157,COMMAND_CHAR_WANDER_RANGE,0x001da738,,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
158,COMMAND_CHAR_FOLLOW_PATH,0x00323e3c,FUN_00323e3c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
159,COMMAND_CHAR_SET_IDLE,0x00323e98,FUN_00323e98,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
160,COMMAND_GET_CHAR_COORDINATES,0x002e0db8,FUN_002e0db8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
161,COMMAND_SET_CHAR_COORDINATES,0x00323ff0,FUN_00323ff0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
